session_id,customer_id,session_start,device,traffic_source
1233,249,2023-07-22 08:00:00,Mobile,Google Ads
1234,792,2023-07-22 09:00:00,Mobile,Email
1235,1076,2023-07-22 10:00:00,Mobile,Referral
1236,15,2023-07-22 11:00:00,Desktop,Email
1237,543,2023-07-22 12:00:00,Mobile,Referral
1238,838,2023-07-22 13:00:00,Mobile,Google Ads
1239,62,2023-07-22 14:00:00,Desktop,Email
1240,263,2023-07-22 15:00:00,Desktop,Email
1241,1485,2023-07-22 16:00:00,Desktop,Email
1242,411,2023-07-22 17:00:00,Mobile,Google Ads
1243,1281,2023-07-22 18:00:00,Mobile,Meta Ads
1244,1255,2023-07-22 19:00:00,Desktop,Organic
1245,141,2023-07-22 20:00:00,Tablet,Google Ads
1246,979,2023-07-22 21:00:00,Mobile,Email
1247,193,2023-07-22 22:00:00,Desktop,Meta Ads
1248,927,2023-07-22 23:00:00,Mobile,Organic
1249,897,2023-07-23 00:00:00,Desktop,Meta Ads
1250,1099,2023-07-23 01:00:00,Mobile,Organic
1251,1208,2023-07-23 02:00:00,Desktop,Google Ads
1252,664,2023-07-23 03:00:00,Mobile,Referral
1253,1127,2023-07-23 04:00:00,Desktop,Google Ads
1254,408,2023-07-23 05:00:00,Mobile,Referral
1255,363,2023-07-23 06:00:00,Mobile,Organic
1256,722,2023-07-23 07:00:00,Mobile,Google Ads
1257,1220,2023-07-23 08:00:00,Mobile,Organic
1258,1146,2023-07-23 09:00:00,Mobile,Google Ads
1259,889,2023-07-23 10:00:00,Mobile,Google Ads
1260,588,2023-07-23 11:00:00,Tablet,Organic
1261,324,2023-07-23 12:00:00,Mobile,Meta Ads
1262,829,2023-07-23 13:00:00,Mobile,Email
1263,577,2023-07-23 14:00:00,Mobile,Organic
1264,291,2023-07-23 15:00:00,Desktop,Organic
1265,363,2023-07-23 16:00:00,Desktop,Google Ads
1266,720,2023-07-23 17:00:00,Desktop,Meta Ads
1267,950,2023-07-23 18:00:00,Mobile,Google Ads
1268,394,2023-07-23 19:00:00,Mobile,Referral
1269,165,2023-07-23 20:00:00,Desktop,Email
1270,875,2023-07-23 21:00:00,Desktop,Google Ads
1271,1442,2023-07-23 22:00:00,Mobile,Referral
1272,115,2023-07-23 23:00:00,Desktop,Meta Ads
1273,226,2023-07-24 00:00:00,Mobile,Meta Ads
1274,574,2023-07-24 01:00:00,Mobile,Meta Ads
1275,407,2023-07-24 02:00:00,Desktop,Meta Ads
1276,440,2023-07-24 03:00:00,Mobile,Referral
1277,72,2023-07-24 04:00:00,Desktop,Organic
1278,1304,2023-07-24 05:00:00,Mobile,Meta Ads
1279,15,2023-07-24 06:00:00,Desktop,Referral
1280,1145,2023-07-24 07:00:00,Mobile,Google Ads
1281,45,2023-07-24 08:00:00,Mobile,Google Ads
1282,972,2023-07-24 09:00:00,Desktop,Google Ads
1283,611,2023-07-24 10:00:00,Tablet,Referral
1284,1106,2023-07-24 11:00:00,Mobile,Organic
1285,160,2023-07-24 12:00:00,Mobile,Meta Ads
1286,368,2023-07-24 13:00:00,Mobile,Organic
1287,89,2023-07-24 14:00:00,Desktop,Organic
1288,935,2023-07-24 15:00:00,Desktop,Referral
1289,1228,2023-07-24 16:00:00,Desktop,Referral
1290,573,2023-07-24 17:00:00,Mobile,Email
1291,243,2023-07-24 18:00:00,Desktop,Meta Ads
1292,105,2023-07-24 19:00:00,Mobile,Email
1293,882,2023-07-24 20:00:00,Desktop,Meta Ads
1294,1492,2023-07-24 21:00:00,Mobile,Email
1295,210,2023-07-24 22:00:00,Desktop,Meta Ads
1296,1307,2023-07-24 23:00:00,Mobile,Meta Ads
1297,981,2023-07-25 00:00:00,Mobile,Organic
1298,376,2023-07-25 01:00:00,Desktop,Google Ads
1299,175,2023-07-25 02:00:00,Mobile,Referral
1300,1446,2023-07-25 03:00:00,Mobile,Organic
1301,1320,2023-07-25 04:00:00,Mobile,Email
1302,871,2023-07-25 05:00:00,Mobile,Organic
1303,589,2023-07-25 06:00:00,Mobile,Email
1304,96,2023-07-25 07:00:00,Desktop,Google Ads
1305,493,2023-07-25 08:00:00,Mobile,Google Ads
1306,1443,2023-07-25 09:00:00,Mobile,Referral
1307,171,2023-07-25 10:00:00,Mobile,Referral
1308,547,2023-07-25 11:00:00,Desktop,Google Ads
1309,990,2023-07-25 12:00:00,Desktop,Meta Ads
1310,1073,2023-07-25 13:00:00,Mobile,Organic
1311,361,2023-07-25 14:00:00,Desktop,Referral
1312,548,2023-07-25 15:00:00,Desktop,Organic
1313,1412,2023-07-25 16:00:00,Mobile,Referral
1314,385,2023-07-25 17:00:00,Desktop,Email
1315,1210,2023-07-25 18:00:00,Mobile,Referral
1316,818,2023-07-25 19:00:00,Mobile,Email
1317,136,2023-07-25 20:00:00,Mobile,Meta Ads
1318,891,2023-07-25 21:00:00,Mobile,Organic
1319,251,2023-07-25 22:00:00,Mobile,Google Ads
1320,1114,2023-07-25 23:00:00,Mobile,Organic
1321,133,2023-07-26 00:00:00,Mobile,Google Ads
1322,1121,2023-07-26 01:00:00,Desktop,Referral
1323,504,2023-07-26 02:00:00,Mobile,Email
1324,274,2023-07-26 03:00:00,Mobile,Email
1325,580,2023-07-26 04:00:00,Mobile,Google Ads
1326,311,2023-07-26 05:00:00,Mobile,Referral
1327,1350,2023-07-26 06:00:00,Desktop,Organic
1328,755,2023-07-26 07:00:00,Desktop,Organic
1329,32,2023-07-26 08:00:00,Desktop,Email
1330,1306,2023-07-26 09:00:00,Desktop,Email
1331,1255,2023-07-26 10:00:00,Desktop,Organic
1332,1450,2023-07-26 11:00:00,Mobile,Organic
1333,1225,2023-07-26 12:00:00,Mobile,Meta Ads
1334,1021,2023-07-26 13:00:00,Desktop,Email
1335,300,2023-07-26 14:00:00,Mobile,Email
1336,51,2023-07-26 15:00:00,Mobile,Google Ads
1337,811,2023-07-26 16:00:00,Desktop,Google Ads
1338,287,2023-07-26 17:00:00,Mobile,Email
1339,609,2023-07-26 18:00:00,Desktop,Referral
1340,614,2023-07-26 19:00:00,Mobile,Meta Ads
1341,1442,2023-07-26 20:00:00,Desktop,Email
1342,1331,2023-07-26 21:00:00,Desktop,Organic
1343,28,2023-07-26 22:00:00,Mobile,Meta Ads
1344,1482,2023-07-26 23:00:00,Desktop,Meta Ads
1345,879,2023-07-27 00:00:00,Desktop,Google Ads
1346,209,2023-07-27 01:00:00,Mobile,Referral
1347,431,2023-07-27 02:00:00,Mobile,Meta Ads
1348,129,2023-07-27 03:00:00,Mobile,Organic
1349,171,2023-07-27 04:00:00,Desktop,Google Ads
1350,1043,2023-07-27 05:00:00,Mobile,Meta Ads
1351,955,2023-07-27 06:00:00,Mobile,Meta Ads
1352,740,2023-07-27 07:00:00,Desktop,Meta Ads
1353,1056,2023-07-27 08:00:00,Desktop,Referral
1354,544,2023-07-27 09:00:00,Desktop,Google Ads
1355,895,2023-07-27 10:00:00,Desktop,Meta Ads
1356,1247,2023-07-27 11:00:00,Desktop,Organic
1357,731,2023-07-27 12:00:00,Mobile,Google Ads
1358,224,2023-07-27 13:00:00,Mobile,Email
1359,1239,2023-07-27 14:00:00,Mobile,Organic
1360,810,2023-07-27 15:00:00,Mobile,Google Ads
1361,160,2023-07-27 16:00:00,Mobile,Google Ads
1362,476,2023-07-27 17:00:00,Mobile,Organic
1363,118,2023-07-27 18:00:00,Mobile,Email
1364,1491,2023-07-27 19:00:00,Desktop,Referral
1365,1487,2023-07-27 20:00:00,Mobile,Meta Ads
1366,1373,2023-07-27 21:00:00,Desktop,Email
1367,1431,2023-07-27 22:00:00,Desktop,Meta Ads
1368,1118,2023-07-27 23:00:00,Mobile,Email
1369,141,2023-07-28 00:00:00,Desktop,Organic
1370,1385,2023-07-28 01:00:00,Mobile,Google Ads
1371,506,2023-07-28 02:00:00,Desktop,Referral
1372,1160,2023-07-28 03:00:00,Desktop,Referral
1373,248,2023-07-28 04:00:00,Desktop,Meta Ads
1374,781,2023-07-28 05:00:00,Mobile,Google Ads
1375,851,2023-07-28 06:00:00,Mobile,Email
1376,955,2023-07-28 07:00:00,Desktop,Meta Ads
1377,267,2023-07-28 08:00:00,Desktop,Organic
1378,962,2023-07-28 09:00:00,Mobile,Referral
1379,385,2023-07-28 10:00:00,Mobile,Google Ads
1380,1207,2023-07-28 11:00:00,Mobile,Referral
1381,1402,2023-07-28 12:00:00,Mobile,Google Ads
1382,839,2023-07-28 13:00:00,Desktop,Organic
1383,1128,2023-07-28 14:00:00,Desktop,Meta Ads
1384,708,2023-07-28 15:00:00,Desktop,Email
1385,153,2023-07-28 16:00:00,Desktop,Meta Ads
1386,52,2023-07-28 17:00:00,Mobile,Referral
1387,1131,2023-07-28 18:00:00,Desktop,Email
1388,249,2023-07-28 19:00:00,Mobile,Google Ads
1389,332,2023-07-28 20:00:00,Mobile,Google Ads
1390,800,2023-07-28 21:00:00,Mobile,Google Ads
1391,639,2023-07-28 22:00:00,Desktop,Google Ads
1392,80,2023-07-28 23:00:00,Mobile,Email
1393,75,2023-07-29 00:00:00,Mobile,Google Ads
1394,547,2023-07-29 01:00:00,Mobile,Meta Ads
1395,1042,2023-07-29 02:00:00,Desktop,Organic
1396,1126,2023-07-29 03:00:00,Mobile,Email
1397,426,2023-07-29 04:00:00,Desktop,Google Ads
1398,570,2023-07-29 05:00:00,Mobile,Organic
1399,824,2023-07-29 06:00:00,Desktop,Email
1400,190,2023-07-29 07:00:00,Tablet,Google Ads
1401,1114,2023-07-29 08:00:00,Mobile,Referral
1402,791,2023-07-29 09:00:00,Mobile,Google Ads
1403,637,2023-07-29 10:00:00,Mobile,Email
1404,172,2023-07-29 11:00:00,Tablet,Organic
1405,1220,2023-07-29 12:00:00,Mobile,Google Ads
1406,1435,2023-07-29 13:00:00,Mobile,Google Ads
1407,1354,2023-07-29 14:00:00,Mobile,Referral
1408,232,2023-07-29 15:00:00,Mobile,Organic
1409,454,2023-07-29 16:00:00,Desktop,Email
1410,767,2023-07-29 17:00:00,Desktop,Organic
1411,1394,2023-07-29 18:00:00,Mobile,Email
1412,758,2023-07-29 19:00:00,Mobile,Email
1413,383,2023-07-29 20:00:00,Mobile,Meta Ads
1414,359,2023-07-29 21:00:00,Mobile,Google Ads
1415,361,2023-07-29 22:00:00,Mobile,Meta Ads
1416,477,2023-07-29 23:00:00,Desktop,Meta Ads
1417,53,2023-07-30 00:00:00,Mobile,Meta Ads
1418,1395,2023-07-30 01:00:00,Mobile,Referral
1419,7,2023-07-30 02:00:00,Mobile,Google Ads
1420,324,2023-07-30 03:00:00,Desktop,Email
1421,1270,2023-07-30 04:00:00,Desktop,Google Ads
1422,322,2023-07-30 05:00:00,Desktop,Email
1423,1220,2023-07-30 06:00:00,Tablet,Meta Ads
1424,628,2023-07-30 07:00:00,Desktop,Meta Ads
1425,49,2023-07-30 08:00:00,Mobile,Referral
1426,1493,2023-07-30 09:00:00,Mobile,Organic
1427,1181,2023-07-30 10:00:00,Mobile,Referral
1428,1141,2023-07-30 11:00:00,Mobile,Meta Ads
1429,66,2023-07-30 12:00:00,Mobile,Meta Ads
1430,478,2023-07-30 13:00:00,Desktop,Meta Ads
1431,134,2023-07-30 14:00:00,Mobile,Email
1432,1194,2023-07-30 15:00:00,Desktop,Referral
1433,619,2023-07-30 16:00:00,Mobile,Email
1434,550,2023-07-30 17:00:00,Desktop,Meta Ads
1435,833,2023-07-30 18:00:00,Mobile,Meta Ads
1436,350,2023-07-30 19:00:00,Mobile,Google Ads
1437,981,2023-07-30 20:00:00,Mobile,Email
1438,1178,2023-07-30 21:00:00,Mobile,Referral
1439,1258,2023-07-30 22:00:00,Mobile,Email
1440,198,2023-07-30 23:00:00,Desktop,Email
1441,410,2023-07-31 00:00:00,Mobile,Google Ads
1442,461,2023-07-31 01:00:00,Mobile,Meta Ads
1443,874,2023-07-31 02:00:00,Desktop,Referral
1444,891,2023-07-31 03:00:00,Mobile,Organic
1445,1185,2023-07-31 04:00:00,Tablet,Meta Ads
1446,852,2023-07-31 05:00:00,Mobile,Organic
1447,953,2023-07-31 06:00:00,Desktop,Referral
1448,815,2023-07-31 07:00:00,Mobile,Organic
1449,530,2023-07-31 08:00:00,Mobile,Organic
1450,575,2023-07-31 09:00:00,Mobile,Google Ads
1451,1384,2023-07-31 10:00:00,Desktop,Google Ads
1452,911,2023-07-31 11:00:00,Desktop,Email
1453,881,2023-07-31 12:00:00,Desktop,Organic
1454,448,2023-07-31 13:00:00,Desktop,Email
1455,312,2023-07-31 14:00:00,Desktop,Referral
1456,1486,2023-07-31 15:00:00,Mobile,Referral
1457,165,2023-07-31 16:00:00,Mobile,Referral
1458,1347,2023-07-31 17:00:00,Desktop,Google Ads
1459,1430,2023-07-31 18:00:00,Mobile,Google Ads
1460,935,2023-07-31 19:00:00,Mobile,Email
1461,1366,2023-07-31 20:00:00,Tablet,Organic
1462,1339,2023-07-31 21:00:00,Mobile,Organic
1463,522,2023-07-31 22:00:00,Tablet,Meta Ads
1464,360,2023-07-31 23:00:00,Desktop,Organic
1465,1426,2023-08-01 00:00:00,Desktop,Meta Ads
1466,424,2023-08-01 01:00:00,Mobile,Google Ads
1467,247,2023-08-01 02:00:00,Mobile,Meta Ads
1468,1311,2023-08-01 03:00:00,Desktop,Referral
1469,297,2023-08-01 04:00:00,Mobile,Referral
1470,1361,2023-08-01 05:00:00,Tablet,Referral
1471,1367,2023-08-01 06:00:00,Mobile,Meta Ads
1472,1359,2023-08-01 07:00:00,Mobile,Referral
1473,197,2023-08-01 08:00:00,Mobile,Email
1474,1117,2023-08-01 09:00:00,Desktop,Email
1475,791,2023-08-01 10:00:00,Mobile,Email
1476,1180,2023-08-01 11:00:00,Mobile,Referral
1477,1323,2023-08-01 12:00:00,Desktop,Referral
1478,289,2023-08-01 13:00:00,Mobile,Organic
1479,877,2023-08-01 14:00:00,Mobile,Google Ads
1480,739,2023-08-01 15:00:00,Mobile,Email
1481,1415,2023-08-01 16:00:00,Desktop,Email
1482,1109,2023-08-01 17:00:00,Mobile,Organic
1483,666,2023-08-01 18:00:00,Mobile,Google Ads
1484,256,2023-08-01 19:00:00,Mobile,Meta Ads
1485,876,2023-08-01 20:00:00,Mobile,Referral
1486,522,2023-08-01 21:00:00,Mobile,Email
1487,1301,2023-08-01 22:00:00,Tablet,Organic
1488,901,2023-08-01 23:00:00,Mobile,Email
1489,1487,2023-08-02 00:00:00,Desktop,Organic
1490,747,2023-08-02 01:00:00,Tablet,Meta Ads
1491,995,2023-08-02 02:00:00,Mobile,Organic
1492,479,2023-08-02 03:00:00,Mobile,Organic
1493,863,2023-08-02 04:00:00,Desktop,Google Ads
1494,232,2023-08-02 05:00:00,Mobile,Meta Ads
1495,578,2023-08-02 06:00:00,Mobile,Email
1496,1079,2023-08-02 07:00:00,Desktop,Meta Ads
1497,136,2023-08-02 08:00:00,Desktop,Meta Ads
1498,1323,2023-08-02 09:00:00,Desktop,Google Ads
1499,1040,2023-08-02 10:00:00,Mobile,Referral
1500,1073,2023-08-02 11:00:00,Mobile,Email
1501,1215,2023-08-02 12:00:00,Desktop,Referral
1502,765,2023-08-02 13:00:00,Mobile,Meta Ads
1503,236,2023-08-02 14:00:00,Mobile,Meta Ads
1504,912,2023-08-02 15:00:00,Mobile,Email
1505,1382,2023-08-02 16:00:00,Mobile,Organic
1506,683,2023-08-02 17:00:00,Mobile,Organic
1507,511,2023-08-02 18:00:00,Desktop,Referral
1508,1419,2023-08-02 19:00:00,Desktop,Email
1509,315,2023-08-02 20:00:00,Desktop,Email
1510,11,2023-08-02 21:00:00,Mobile,Meta Ads
1511,600,2023-08-02 22:00:00,Mobile,Meta Ads
1512,857,2023-08-02 23:00:00,Desktop,Referral
1513,604,2023-08-03 00:00:00,Mobile,Referral
1514,1175,2023-08-03 01:00:00,Mobile,Email
1515,1095,2023-08-03 02:00:00,Mobile,Organic
1516,672,2023-08-03 03:00:00,Mobile,Meta Ads
1517,780,2023-08-03 04:00:00,Mobile,Google Ads
1518,921,2023-08-03 05:00:00,Mobile,Meta Ads
1519,485,2023-08-03 06:00:00,Desktop,Email
1520,914,2023-08-03 07:00:00,Mobile,Email
1521,816,2023-08-03 08:00:00,Mobile,Meta Ads
1522,588,2023-08-03 09:00:00,Desktop,Email
1523,186,2023-08-03 10:00:00,Mobile,Organic
1524,978,2023-08-03 11:00:00,Mobile,Google Ads
1525,1360,2023-08-03 12:00:00,Desktop,Email
1526,857,2023-08-03 13:00:00,Mobile,Meta Ads
1527,49,2023-08-03 14:00:00,Desktop,Google Ads
1528,890,2023-08-03 15:00:00,Mobile,Referral
1529,1234,2023-08-03 16:00:00,Desktop,Email
1530,306,2023-08-03 17:00:00,Mobile,Google Ads
1531,1076,2023-08-03 18:00:00,Mobile,Meta Ads
1532,763,2023-08-03 19:00:00,Mobile,Referral
1533,732,2023-08-03 20:00:00,Mobile,Referral
1534,187,2023-08-03 21:00:00,Mobile,Email
1535,719,2023-08-03 22:00:00,Desktop,Organic
1536,1489,2023-08-03 23:00:00,Desktop,Organic
1537,57,2023-08-04 00:00:00,Mobile,Organic
1538,814,2023-08-04 01:00:00,Desktop,Organic
1539,431,2023-08-04 02:00:00,Desktop,Referral
1540,995,2023-08-04 03:00:00,Desktop,Referral
1541,287,2023-08-04 04:00:00,Mobile,Google Ads
1542,1019,2023-08-04 05:00:00,Mobile,Referral
1543,91,2023-08-04 06:00:00,Mobile,Meta Ads
1544,511,2023-08-04 07:00:00,Mobile,Meta Ads
1545,1497,2023-08-04 08:00:00,Mobile,Google Ads
1546,1295,2023-08-04 09:00:00,Mobile,Organic
1547,932,2023-08-04 10:00:00,Desktop,Referral
1548,1409,2023-08-04 11:00:00,Mobile,Organic
1549,351,2023-08-04 12:00:00,Desktop,Organic
1550,608,2023-08-04 13:00:00,Mobile,Email
1551,874,2023-08-04 14:00:00,Mobile,Organic
1552,1021,2023-08-04 15:00:00,Mobile,Google Ads
1553,462,2023-08-04 16:00:00,Desktop,Google Ads
1554,392,2023-08-04 17:00:00,Mobile,Meta Ads
1555,1320,2023-08-04 18:00:00,Mobile,Email
1556,1469,2023-08-04 19:00:00,Desktop,Email
1557,418,2023-08-04 20:00:00,Mobile,Email
1558,369,2023-08-04 21:00:00,Mobile,Referral
1559,472,2023-08-04 22:00:00,Mobile,Email
1560,657,2023-08-04 23:00:00,Mobile,Meta Ads
1561,1224,2023-08-05 00:00:00,Desktop,Meta Ads
1562,571,2023-08-05 01:00:00,Desktop,Meta Ads
1563,359,2023-08-05 02:00:00,Desktop,Google Ads
1564,1164,2023-08-05 03:00:00,Tablet,Organic
1565,1273,2023-08-05 04:00:00,Mobile,Email
1566,995,2023-08-05 05:00:00,Desktop,Organic
1567,299,2023-08-05 06:00:00,Desktop,Google Ads
1568,996,2023-08-05 07:00:00,Desktop,Referral
1569,607,2023-08-05 08:00:00,Mobile,Email
1570,431,2023-08-05 09:00:00,Desktop,Organic
1571,1405,2023-08-05 10:00:00,Mobile,Email
1572,474,2023-08-05 11:00:00,Mobile,Google Ads
1573,304,2023-08-05 12:00:00,Desktop,Google Ads
1574,710,2023-08-05 13:00:00,Desktop,Email
1575,515,2023-08-05 14:00:00,Desktop,Google Ads
1576,86,2023-08-05 15:00:00,Mobile,Referral
1577,680,2023-08-05 16:00:00,Mobile,Organic
1578,424,2023-08-05 17:00:00,Mobile,Email
1579,160,2023-08-05 18:00:00,Desktop,Organic
1580,1341,2023-08-05 19:00:00,Mobile,Meta Ads
1581,1067,2023-08-05 20:00:00,Mobile,Referral
1582,1251,2023-08-05 21:00:00,Mobile,Google Ads
1583,486,2023-08-05 22:00:00,Mobile,Referral
1584,545,2023-08-05 23:00:00,Desktop,Meta Ads
1585,1240,2023-08-06 00:00:00,Mobile,Organic
1586,449,2023-08-06 01:00:00,Mobile,Meta Ads
1587,829,2023-08-06 02:00:00,Mobile,Organic
1588,730,2023-08-06 03:00:00,Mobile,Referral
1589,46,2023-08-06 04:00:00,Mobile,Email
1590,176,2023-08-06 05:00:00,Mobile,Email
1591,342,2023-08-06 06:00:00,Mobile,Google Ads
1592,1295,2023-08-06 07:00:00,Tablet,Organic
1593,657,2023-08-06 08:00:00,Mobile,Email
1594,82,2023-08-06 09:00:00,Mobile,Meta Ads
1595,708,2023-08-06 10:00:00,Desktop,Google Ads
1596,156,2023-08-06 11:00:00,Mobile,Google Ads
1597,1344,2023-08-06 12:00:00,Mobile,Referral
1598,385,2023-08-06 13:00:00,Mobile,Google Ads
1599,660,2023-08-06 14:00:00,Desktop,Google Ads
1600,828,2023-08-06 15:00:00,Desktop,Meta Ads
1601,30,2023-08-06 16:00:00,Mobile,Email
1602,708,2023-08-06 17:00:00,Desktop,Google Ads
1603,76,2023-08-06 18:00:00,Mobile,Organic
1604,1366,2023-08-06 19:00:00,Desktop,Meta Ads
1605,711,2023-08-06 20:00:00,Desktop,Google Ads
1606,522,2023-08-06 21:00:00,Tablet,Google Ads
1607,712,2023-08-06 22:00:00,Mobile,Referral
1608,44,2023-08-06 23:00:00,Tablet,Google Ads
1609,471,2023-08-07 00:00:00,Mobile,Organic
1610,947,2023-08-07 01:00:00,Mobile,Email
1611,819,2023-08-07 02:00:00,Mobile,Google Ads
1612,1035,2023-08-07 03:00:00,Tablet,Email
1613,924,2023-08-07 04:00:00,Desktop,Organic
1614,13,2023-08-07 05:00:00,Desktop,Meta Ads
1615,1175,2023-08-07 06:00:00,Desktop,Email
1616,352,2023-08-07 07:00:00,Desktop,Google Ads
1617,920,2023-08-07 08:00:00,Desktop,Email
1618,703,2023-08-07 09:00:00,Desktop,Google Ads
1619,1136,2023-08-07 10:00:00,Mobile,Meta Ads
1620,719,2023-08-07 11:00:00,Mobile,Organic
1621,1384,2023-08-07 12:00:00,Mobile,Referral
1622,34,2023-08-07 13:00:00,Mobile,Referral
1623,380,2023-08-07 14:00:00,Desktop,Meta Ads
1624,1176,2023-08-07 15:00:00,Mobile,Referral
1625,388,2023-08-07 16:00:00,Mobile,Meta Ads
1626,977,2023-08-07 17:00:00,Mobile,Meta Ads
1627,1239,2023-08-07 18:00:00,Mobile,Google Ads
1628,949,2023-08-07 19:00:00,Mobile,Email
1629,1486,2023-08-07 20:00:00,Mobile,Referral
1630,279,2023-08-07 21:00:00,Mobile,Meta Ads
1631,581,2023-08-07 22:00:00,Mobile,Meta Ads
1632,915,2023-08-07 23:00:00,Mobile,Google Ads
1633,478,2023-08-08 00:00:00,Desktop,Meta Ads
1634,1369,2023-08-08 01:00:00,Desktop,Email
1635,642,2023-08-08 02:00:00,Mobile,Google Ads
1636,1357,2023-08-08 03:00:00,Desktop,Organic
1637,652,2023-08-08 04:00:00,Mobile,Google Ads
1638,765,2023-08-08 05:00:00,Mobile,Organic
1639,957,2023-08-08 06:00:00,Desktop,Google Ads
1640,894,2023-08-08 07:00:00,Desktop,Referral
1641,1248,2023-08-08 08:00:00,Mobile,Referral
1642,337,2023-08-08 09:00:00,Desktop,Organic
1643,40,2023-08-08 10:00:00,Mobile,Meta Ads
1644,585,2023-08-08 11:00:00,Desktop,Referral
1645,383,2023-08-08 12:00:00,Mobile,Referral
1646,1393,2023-08-08 13:00:00,Tablet,Google Ads
1647,439,2023-08-08 14:00:00,Desktop,Google Ads
1648,1390,2023-08-08 15:00:00,Desktop,Referral
1649,1204,2023-08-08 16:00:00,Mobile,Email
1650,200,2023-08-08 17:00:00,Mobile,Meta Ads
1651,193,2023-08-08 18:00:00,Mobile,Google Ads
1652,93,2023-08-08 19:00:00,Desktop,Organic
1653,205,2023-08-08 20:00:00,Mobile,Meta Ads
1654,1306,2023-08-08 21:00:00,Mobile,Organic
1655,738,2023-08-08 22:00:00,Desktop,Meta Ads
1656,641,2023-08-08 23:00:00,Desktop,Meta Ads
1657,202,2023-08-09 00:00:00,Desktop,Google Ads
1658,1268,2023-08-09 01:00:00,Desktop,Referral
1659,587,2023-08-09 02:00:00,Mobile,Google Ads
1660,334,2023-08-09 03:00:00,Mobile,Email
1661,735,2023-08-09 04:00:00,Mobile,Email
1662,1421,2023-08-09 05:00:00,Tablet,Email
1663,39,2023-08-09 06:00:00,Tablet,Referral
1664,757,2023-08-09 07:00:00,Mobile,Google Ads
1665,954,2023-08-09 08:00:00,Desktop,Google Ads
1666,926,2023-08-09 09:00:00,Mobile,Referral
1667,951,2023-08-09 10:00:00,Mobile,Meta Ads
1668,415,2023-08-09 11:00:00,Desktop,Meta Ads
1669,312,2023-08-09 12:00:00,Desktop,Email
1670,897,2023-08-09 13:00:00,Desktop,Google Ads
1671,1017,2023-08-09 14:00:00,Desktop,Email
1672,650,2023-08-09 15:00:00,Desktop,Referral
1673,1065,2023-08-09 16:00:00,Mobile,Referral
1674,524,2023-08-09 17:00:00,Desktop,Email
1675,806,2023-08-09 18:00:00,Desktop,Email
1676,998,2023-08-09 19:00:00,Mobile,Meta Ads
1677,34,2023-08-09 20:00:00,Desktop,Meta Ads
1678,781,2023-08-09 21:00:00,Mobile,Referral
1679,110,2023-08-09 22:00:00,Mobile,Referral
1680,83,2023-08-09 23:00:00,Desktop,Referral
1681,690,2023-08-10 00:00:00,Mobile,Meta Ads
1682,917,2023-08-10 01:00:00,Desktop,Google Ads
1683,236,2023-08-10 02:00:00,Mobile,Google Ads
1684,169,2023-08-10 03:00:00,Mobile,Organic
1685,302,2023-08-10 04:00:00,Mobile,Email
1686,1084,2023-08-10 05:00:00,Mobile,Google Ads
1687,884,2023-08-10 06:00:00,Desktop,Email
1688,155,2023-08-10 07:00:00,Tablet,Referral
1689,1457,2023-08-10 08:00:00,Mobile,Google Ads
1690,1076,2023-08-10 09:00:00,Mobile,Google Ads
1691,577,2023-08-10 10:00:00,Mobile,Email
1692,711,2023-08-10 11:00:00,Mobile,Meta Ads
1693,39,2023-08-10 12:00:00,Desktop,Meta Ads
1694,871,2023-08-10 13:00:00,Mobile,Referral
1695,40,2023-08-10 14:00:00,Mobile,Referral
1696,360,2023-08-10 15:00:00,Mobile,Referral
1697,503,2023-08-10 16:00:00,Desktop,Email
1698,771,2023-08-10 17:00:00,Mobile,Google Ads
1699,1238,2023-08-10 18:00:00,Mobile,Email
1700,887,2023-08-10 19:00:00,Mobile,Meta Ads
1701,162,2023-08-10 20:00:00,Desktop,Email
1702,38,2023-08-10 21:00:00,Desktop,Meta Ads
1703,626,2023-08-10 22:00:00,Mobile,Email
1704,165,2023-08-10 23:00:00,Mobile,Organic
1705,354,2023-08-11 00:00:00,Mobile,Organic
1706,660,2023-08-11 01:00:00,Mobile,Referral
1707,1474,2023-08-11 02:00:00,Desktop,Email
1708,554,2023-08-11 03:00:00,Desktop,Google Ads
1709,496,2023-08-11 04:00:00,Mobile,Referral
1710,467,2023-08-11 05:00:00,Mobile,Organic
1711,1312,2023-08-11 06:00:00,Mobile,Google Ads
1712,1366,2023-08-11 07:00:00,Desktop,Referral
1713,428,2023-08-11 08:00:00,Desktop,Google Ads
1714,156,2023-08-11 09:00:00,Mobile,Referral
1715,828,2023-08-11 10:00:00,Mobile,Organic
1716,576,2023-08-11 11:00:00,Desktop,Meta Ads
1717,18,2023-08-11 12:00:00,Mobile,Referral
1718,1337,2023-08-11 13:00:00,Mobile,Referral
1719,1201,2023-08-11 14:00:00,Desktop,Meta Ads
1720,798,2023-08-11 15:00:00,Mobile,Meta Ads
1721,1093,2023-08-11 16:00:00,Desktop,Referral
1722,918,2023-08-11 17:00:00,Mobile,Google Ads
1723,1052,2023-08-11 18:00:00,Tablet,Referral
1724,1345,2023-08-11 19:00:00,Desktop,Email
1725,319,2023-08-11 20:00:00,Desktop,Referral
1726,920,2023-08-11 21:00:00,Mobile,Email
1727,7,2023-08-11 22:00:00,Mobile,Referral
1728,1003,2023-08-11 23:00:00,Mobile,Email
1729,1244,2023-08-12 00:00:00,Mobile,Referral
