cart_event_id,session_id,product_id,event_time,action
1441,3781,18,2023-07-01 00:00:00,add_to_cart
1442,1355,29,2023-07-01 00:30:00,view
1443,4160,65,2023-07-01 01:00:00,add_to_cart
1444,2883,41,2023-07-01 01:30:00,add_to_cart
1445,2119,34,2023-07-01 02:00:00,view
1446,156,11,2023-07-01 02:30:00,add_to_cart
1447,4752,17,2023-07-01 03:00:00,view
1448,2446,9,2023-07-01 03:30:00,add_to_cart
1449,4873,73,2023-07-01 04:00:00,view
1450,3344,62,2023-07-01 04:30:00,add_to_cart
1451,1971,53,2023-07-01 05:00:00,view
1452,1278,76,2023-07-01 05:30:00,view
1453,3502,14,2023-07-01 06:00:00,view
1454,3372,30,2023-07-01 06:30:00,add_to_cart
1455,2823,7,2023-07-01 07:00:00,add_to_cart
1456,2050,58,2023-07-01 07:30:00,add_to_cart
1457,4388,27,2023-07-01 08:00:00,view
1458,4438,74,2023-07-01 08:30:00,add_to_cart
1459,3545,69,2023-07-01 09:00:00,add_to_cart
1460,1535,19,2023-07-01 09:30:00,view
1461,3884,39,2023-07-01 10:00:00,add_to_cart
1462,4878,16,2023-07-01 10:30:00,add_to_cart
1463,3929,47,2023-07-01 11:00:00,view
1464,4672,72,2023-07-01 11:30:00,add_to_cart
1465,3268,30,2023-07-01 12:00:00,add_to_cart
1466,3024,47,2023-07-01 12:30:00,add_to_cart
1467,1340,52,2023-07-01 13:00:00,view
1468,1457,79,2023-07-01 13:30:00,add_to_cart
1469,497,63,2023-07-01 14:00:00,add_to_cart
1470,1079,74,2023-07-01 14:30:00,add_to_cart
1471,2627,67,2023-07-01 15:00:00,view
1472,880,61,2023-07-01 15:30:00,view
1473,3073,39,2023-07-01 16:00:00,add_to_cart
1474,2816,63,2023-07-01 16:30:00,add_to_cart
1475,4556,34,2023-07-01 17:00:00,view
1476,3817,73,2023-07-01 17:30:00,view
1477,1641,9,2023-07-01 18:00:00,add_to_cart
1478,894,2,2023-07-01 18:30:00,view
1479,3969,71,2023-07-01 19:00:00,view
1480,4624,11,2023-07-01 19:30:00,add_to_cart
1481,3065,50,2023-07-01 20:00:00,add_to_cart
1482,484,46,2023-07-01 20:30:00,view
1483,3121,26,2023-07-01 21:00:00,add_to_cart
1484,389,36,2023-07-01 21:30:00,view
1485,4316,69,2023-07-01 22:00:00,view
1486,877,15,2023-07-01 22:30:00,add_to_cart
1487,3803,23,2023-07-01 23:00:00,view
1488,2312,1,2023-07-01 23:30:00,view
1489,2348,44,2023-07-02 00:00:00,add_to_cart
1490,2596,38,2023-07-02 00:30:00,add_to_cart
1491,3995,38,2023-07-02 01:00:00,view
1492,2416,22,2023-07-02 01:30:00,view
1493,3157,10,2023-07-02 02:00:00,view
1494,416,50,2023-07-02 02:30:00,view
1495,1719,40,2023-07-02 03:00:00,view
1496,1917,63,2023-07-02 03:30:00,add_to_cart
1497,1991,14,2023-07-02 04:00:00,add_to_cart
1498,4391,15,2023-07-02 04:30:00,add_to_cart
1499,3415,38,2023-07-02 05:00:00,view
1500,766,41,2023-07-02 05:30:00,view
1501,3395,44,2023-07-02 06:00:00,add_to_cart
1502,1031,12,2023-07-02 06:30:00,add_to_cart
1503,798,45,2023-07-02 07:00:00,view
1504,2028,59,2023-07-02 07:30:00,add_to_cart
1505,1665,60,2023-07-02 08:00:00,add_to_cart
1506,693,5,2023-07-02 08:30:00,view
1507,1518,48,2023-07-02 09:00:00,view
1508,4841,40,2023-07-02 09:30:00,view
1509,2062,53,2023-07-02 10:00:00,add_to_cart
1510,2517,5,2023-07-02 10:30:00,view
1511,3225,3,2023-07-02 11:00:00,view
1512,3930,75,2023-07-02 11:30:00,add_to_cart
1513,3957,61,2023-07-02 12:00:00,add_to_cart
1514,779,40,2023-07-02 12:30:00,view
1515,1115,64,2023-07-02 13:00:00,view
1516,3851,10,2023-07-02 13:30:00,add_to_cart
1517,1390,59,2023-07-02 14:00:00,add_to_cart
1518,889,53,2023-07-02 14:30:00,view
1519,1028,71,2023-07-02 15:00:00,add_to_cart
1520,3229,43,2023-07-02 15:30:00,view
1521,3859,27,2023-07-02 16:00:00,add_to_cart
1522,4349,68,2023-07-02 16:30:00,view
1523,3921,47,2023-07-02 17:00:00,view
1524,3353,4,2023-07-02 17:30:00,view
1525,1551,19,2023-07-02 18:00:00,add_to_cart
1526,2859,43,2023-07-02 18:30:00,view
1527,3693,47,2023-07-02 19:00:00,add_to_cart
1528,2450,21,2023-07-02 19:30:00,view
1529,2037,35,2023-07-02 20:00:00,view
1530,3627,14,2023-07-02 20:30:00,view
1531,4682,74,2023-07-02 21:00:00,add_to_cart
1532,1990,39,2023-07-02 21:30:00,view
1533,976,52,2023-07-02 22:00:00,add_to_cart
1534,1229,31,2023-07-02 22:30:00,view
1535,4029,18,2023-07-02 23:00:00,add_to_cart
1536,2446,7,2023-07-02 23:30:00,add_to_cart
1537,2018,22,2023-07-03 00:00:00,view
1538,1303,9,2023-07-03 00:30:00,view
1539,4224,68,2023-07-03 01:00:00,add_to_cart
1540,3301,78,2023-07-03 01:30:00,view
1541,2326,62,2023-07-03 02:00:00,view
1542,3414,73,2023-07-03 02:30:00,add_to_cart
1543,2528,62,2023-07-03 03:00:00,add_to_cart
1544,752,15,2023-07-03 03:30:00,add_to_cart
1545,1241,30,2023-07-03 04:00:00,view
1546,2372,2,2023-07-03 04:30:00,view
1547,2453,72,2023-07-03 05:00:00,view
1548,27,71,2023-07-03 05:30:00,add_to_cart
1549,4930,44,2023-07-03 06:00:00,view
1550,2563,42,2023-07-03 06:30:00,add_to_cart
1551,3894,20,2023-07-03 07:00:00,add_to_cart
1552,94,42,2023-07-03 07:30:00,view
1553,977,15,2023-07-03 08:00:00,add_to_cart
1554,3346,29,2023-07-03 08:30:00,add_to_cart
1555,1636,59,2023-07-03 09:00:00,view
1556,1483,59,2023-07-03 09:30:00,add_to_cart
1557,4589,67,2023-07-03 10:00:00,view
1558,4948,48,2023-07-03 10:30:00,add_to_cart
1559,1350,48,2023-07-03 11:00:00,add_to_cart
1560,4555,1,2023-07-03 11:30:00,view
1561,4811,47,2023-07-03 12:00:00,add_to_cart
1562,987,43,2023-07-03 12:30:00,add_to_cart
1563,1485,56,2023-07-03 13:00:00,add_to_cart
1564,2925,64,2023-07-03 13:30:00,view
1565,1943,47,2023-07-03 14:00:00,view
1566,800,70,2023-07-03 14:30:00,add_to_cart
1567,2020,67,2023-07-03 15:00:00,add_to_cart
1568,3643,40,2023-07-03 15:30:00,view
1569,1878,13,2023-07-03 16:00:00,add_to_cart
1570,2863,53,2023-07-03 16:30:00,view
1571,926,29,2023-07-03 17:00:00,view
1572,232,63,2023-07-03 17:30:00,view
1573,2178,9,2023-07-03 18:00:00,view
1574,4065,62,2023-07-03 18:30:00,add_to_cart
1575,3763,28,2023-07-03 19:00:00,add_to_cart
1576,245,43,2023-07-03 19:30:00,add_to_cart
1577,4484,52,2023-07-03 20:00:00,add_to_cart
1578,3918,55,2023-07-03 20:30:00,add_to_cart
1579,2347,50,2023-07-03 21:00:00,add_to_cart
1580,826,55,2023-07-03 21:30:00,view
1581,3458,69,2023-07-03 22:00:00,add_to_cart
1582,348,64,2023-07-03 22:30:00,view
1583,1644,61,2023-07-03 23:00:00,add_to_cart
1584,3378,64,2023-07-03 23:30:00,view
1585,3457,17,2023-07-04 00:00:00,view
1586,4557,22,2023-07-04 00:30:00,view
1587,3703,54,2023-07-04 01:00:00,add_to_cart
1588,1732,40,2023-07-04 01:30:00,view
1589,4517,79,2023-07-04 02:00:00,add_to_cart
1590,412,71,2023-07-04 02:30:00,add_to_cart
1591,1867,7,2023-07-04 03:00:00,view
1592,168,66,2023-07-04 03:30:00,view
1593,2292,2,2023-07-04 04:00:00,view
1594,4650,33,2023-07-04 04:30:00,view
1595,3189,80,2023-07-04 05:00:00,view
1596,2357,33,2023-07-04 05:30:00,add_to_cart
1597,3191,44,2023-07-04 06:00:00,add_to_cart
1598,2717,39,2023-07-04 06:30:00,add_to_cart
1599,2454,24,2023-07-04 07:00:00,view
1600,3619,30,2023-07-04 07:30:00,view
1601,1569,68,2023-07-04 08:00:00,view
1602,3565,17,2023-07-04 08:30:00,add_to_cart
1603,2024,56,2023-07-04 09:00:00,view
1604,3797,21,2023-07-04 09:30:00,add_to_cart
1605,4062,26,2023-07-04 10:00:00,add_to_cart
1606,3542,27,2023-07-04 10:30:00,add_to_cart
1607,4893,2,2023-07-04 11:00:00,view
1608,4033,52,2023-07-04 11:30:00,view
1609,1297,11,2023-07-04 12:00:00,view
1610,2985,40,2023-07-04 12:30:00,add_to_cart
1611,3624,2,2023-07-04 13:00:00,view
1612,2193,4,2023-07-04 13:30:00,add_to_cart
1613,3958,22,2023-07-04 14:00:00,view
1614,684,22,2023-07-04 14:30:00,add_to_cart
1615,2846,19,2023-07-04 15:00:00,view
1616,1383,74,2023-07-04 15:30:00,view
1617,3517,4,2023-07-04 16:00:00,view
1618,2176,29,2023-07-04 16:30:00,add_to_cart
1619,4071,60,2023-07-04 17:00:00,add_to_cart
1620,1762,38,2023-07-04 17:30:00,add_to_cart
1621,3632,13,2023-07-04 18:00:00,add_to_cart
1622,2945,79,2023-07-04 18:30:00,add_to_cart
1623,988,9,2023-07-04 19:00:00,add_to_cart
1624,3961,23,2023-07-04 19:30:00,add_to_cart
1625,1408,58,2023-07-04 20:00:00,view
1626,2778,50,2023-07-04 20:30:00,add_to_cart
1627,570,35,2023-07-04 21:00:00,view
1628,2503,14,2023-07-04 21:30:00,add_to_cart
1629,1362,69,2023-07-04 22:00:00,view
1630,1594,56,2023-07-04 22:30:00,add_to_cart
1631,1296,28,2023-07-04 23:00:00,add_to_cart
1632,2701,34,2023-07-04 23:30:00,view
1633,653,73,2023-07-05 00:00:00,view
1634,2559,24,2023-07-05 00:30:00,add_to_cart
1635,173,12,2023-07-05 01:00:00,add_to_cart
1636,3790,14,2023-07-05 01:30:00,add_to_cart
1637,4350,30,2023-07-05 02:00:00,add_to_cart
1638,3,13,2023-07-05 02:30:00,add_to_cart
1639,3906,54,2023-07-05 03:00:00,view
1640,350,47,2023-07-05 03:30:00,add_to_cart
1641,2204,17,2023-07-05 04:00:00,view
1642,4877,61,2023-07-05 04:30:00,view
1643,4303,18,2023-07-05 05:00:00,view
1644,4179,37,2023-07-05 05:30:00,add_to_cart
1645,1363,25,2023-07-05 06:00:00,add_to_cart
1646,623,30,2023-07-05 06:30:00,add_to_cart
1647,1153,35,2023-07-05 07:00:00,view
1648,913,56,2023-07-05 07:30:00,add_to_cart
1649,2306,49,2023-07-05 08:00:00,view
1650,3139,10,2023-07-05 08:30:00,add_to_cart
1651,4799,40,2023-07-05 09:00:00,add_to_cart
1652,1978,28,2023-07-05 09:30:00,view
1653,60,42,2023-07-05 10:00:00,view
1654,1660,60,2023-07-05 10:30:00,add_to_cart
1655,4111,59,2023-07-05 11:00:00,add_to_cart
1656,3529,59,2023-07-05 11:30:00,add_to_cart
1657,2719,23,2023-07-05 12:00:00,add_to_cart
1658,2542,70,2023-07-05 12:30:00,view
1659,4966,60,2023-07-05 13:00:00,view
1660,2349,70,2023-07-05 13:30:00,add_to_cart
1661,4735,74,2023-07-05 14:00:00,view
1662,344,59,2023-07-05 14:30:00,add_to_cart
1663,2506,24,2023-07-05 15:00:00,view
1664,4278,6,2023-07-05 15:30:00,view
1665,1705,72,2023-07-05 16:00:00,add_to_cart
1666,3921,29,2023-07-05 16:30:00,add_to_cart
1667,2487,20,2023-07-05 17:00:00,view
1668,419,29,2023-07-05 17:30:00,view
1669,3881,68,2023-07-05 18:00:00,view
1670,4761,27,2023-07-05 18:30:00,view
1671,1611,25,2023-07-05 19:00:00,add_to_cart
1672,4235,79,2023-07-05 19:30:00,add_to_cart
1673,320,33,2023-07-05 20:00:00,add_to_cart
1674,4618,21,2023-07-05 20:30:00,add_to_cart
1675,2466,56,2023-07-05 21:00:00,add_to_cart
1676,1756,45,2023-07-05 21:30:00,add_to_cart
1677,1259,60,2023-07-05 22:00:00,add_to_cart
1678,4860,29,2023-07-05 22:30:00,view
1679,3173,43,2023-07-05 23:00:00,view
1680,1625,8,2023-07-05 23:30:00,view
1681,4100,55,2023-07-06 00:00:00,view
1682,239,8,2023-07-06 00:30:00,add_to_cart
1683,4883,30,2023-07-06 01:00:00,view
1684,4579,22,2023-07-06 01:30:00,add_to_cart
1685,1741,2,2023-07-06 02:00:00,add_to_cart
1686,4259,71,2023-07-06 02:30:00,add_to_cart
1687,848,40,2023-07-06 03:00:00,add_to_cart
1688,2434,34,2023-07-06 03:30:00,add_to_cart
1689,3280,76,2023-07-06 04:00:00,view
1690,2902,6,2023-07-06 04:30:00,view
1691,4510,67,2023-07-06 05:00:00,view
1692,1068,4,2023-07-06 05:30:00,add_to_cart
1693,4970,4,2023-07-06 06:00:00,view
1694,329,67,2023-07-06 06:30:00,add_to_cart
1695,3291,49,2023-07-06 07:00:00,view
1696,1820,50,2023-07-06 07:30:00,view
1697,694,47,2023-07-06 08:00:00,view
1698,3244,46,2023-07-06 08:30:00,view
1699,3063,52,2023-07-06 09:00:00,view
1700,2507,54,2023-07-06 09:30:00,add_to_cart
1701,4725,46,2023-07-06 10:00:00,view
1702,4038,59,2023-07-06 10:30:00,add_to_cart
1703,3776,18,2023-07-06 11:00:00,view
1704,4984,39,2023-07-06 11:30:00,view
1705,2647,13,2023-07-06 12:00:00,view
1706,2233,47,2023-07-06 12:30:00,add_to_cart
1707,1571,39,2023-07-06 13:00:00,view
1708,4417,69,2023-07-06 13:30:00,view
1709,1485,10,2023-07-06 14:00:00,add_to_cart
1710,4748,12,2023-07-06 14:30:00,add_to_cart
1711,4807,40,2023-07-06 15:00:00,view
1712,2201,23,2023-07-06 15:30:00,add_to_cart
1713,4455,22,2023-07-06 16:00:00,add_to_cart
1714,3431,53,2023-07-06 16:30:00,view
1715,3636,23,2023-07-06 17:00:00,add_to_cart
1716,4980,58,2023-07-06 17:30:00,add_to_cart
1717,2107,30,2023-07-06 18:00:00,add_to_cart
1718,3133,53,2023-07-06 18:30:00,view
1719,591,30,2023-07-06 19:00:00,view
1720,1940,45,2023-07-06 19:30:00,view
1721,1314,6,2023-07-06 20:00:00,view
1722,4243,5,2023-07-06 20:30:00,view
1723,282,3,2023-07-06 21:00:00,view
1724,3443,32,2023-07-06 21:30:00,add_to_cart
1725,4084,43,2023-07-06 22:00:00,add_to_cart
1726,542,55,2023-07-06 22:30:00,add_to_cart
1727,1822,71,2023-07-06 23:00:00,add_to_cart
1728,2177,5,2023-07-06 23:30:00,view
1729,687,43,2023-07-07 00:00:00,add_to_cart
1730,964,52,2023-07-07 00:30:00,view
1731,1145,70,2023-07-07 01:00:00,add_to_cart
1732,925,36,2023-07-07 01:30:00,add_to_cart
1733,3218,22,2023-07-07 02:00:00,view
1734,371,46,2023-07-07 02:30:00,view
1735,3446,11,2023-07-07 03:00:00,add_to_cart
1736,520,30,2023-07-07 03:30:00,add_to_cart
1737,3261,2,2023-07-07 04:00:00,view
1738,1404,17,2023-07-07 04:30:00,view
1739,4890,1,2023-07-07 05:00:00,view
1740,957,4,2023-07-07 05:30:00,view
1741,277,73,2023-07-07 06:00:00,view
1742,2447,60,2023-07-07 06:30:00,add_to_cart
1743,2701,7,2023-07-07 07:00:00,add_to_cart
1744,2194,47,2023-07-07 07:30:00,add_to_cart
1745,1754,77,2023-07-07 08:00:00,add_to_cart
1746,3909,62,2023-07-07 08:30:00,view
1747,4360,79,2023-07-07 09:00:00,add_to_cart
1748,1522,50,2023-07-07 09:30:00,view
1749,3263,33,2023-07-07 10:00:00,view
1750,3206,61,2023-07-07 10:30:00,add_to_cart
1751,3690,47,2023-07-07 11:00:00,add_to_cart
1752,4941,61,2023-07-07 11:30:00,view
1753,543,21,2023-07-07 12:00:00,add_to_cart
1754,1795,23,2023-07-07 12:30:00,add_to_cart
1755,4779,52,2023-07-07 13:00:00,view
1756,1776,24,2023-07-07 13:30:00,view
1757,2259,54,2023-07-07 14:00:00,view
1758,792,73,2023-07-07 14:30:00,view
1759,3140,27,2023-07-07 15:00:00,add_to_cart
1760,4077,69,2023-07-07 15:30:00,add_to_cart
1761,4945,29,2023-07-07 16:00:00,add_to_cart
1762,1336,45,2023-07-07 16:30:00,view
1763,2999,24,2023-07-07 17:00:00,add_to_cart
1764,3210,24,2023-07-07 17:30:00,view
1765,2824,68,2023-07-07 18:00:00,view
1766,1776,21,2023-07-07 18:30:00,view
1767,3593,5,2023-07-07 19:00:00,view
1768,359,61,2023-07-07 19:30:00,add_to_cart
1769,999,51,2023-07-07 20:00:00,add_to_cart
1770,297,62,2023-07-07 20:30:00,view
1771,2973,46,2023-07-07 21:00:00,add_to_cart
1772,3362,34,2023-07-07 21:30:00,add_to_cart
1773,3842,17,2023-07-07 22:00:00,add_to_cart
1774,923,73,2023-07-07 22:30:00,view
1775,4358,46,2023-07-07 23:00:00,view
1776,4628,5,2023-07-07 23:30:00,add_to_cart
1777,1544,23,2023-07-08 00:00:00,view
1778,1008,20,2023-07-08 00:30:00,view
1779,3944,30,2023-07-08 01:00:00,add_to_cart
1780,1336,57,2023-07-08 01:30:00,view
1781,197,75,2023-07-08 02:00:00,add_to_cart
1782,4602,27,2023-07-08 02:30:00,view
1783,1714,1,2023-07-08 03:00:00,add_to_cart
1784,3124,61,2023-07-08 03:30:00,add_to_cart
1785,3626,66,2023-07-08 04:00:00,add_to_cart
1786,2196,7,2023-07-08 04:30:00,view
1787,1429,50,2023-07-08 05:00:00,view
1788,626,29,2023-07-08 05:30:00,view
1789,1953,41,2023-07-08 06:00:00,view
1790,1404,20,2023-07-08 06:30:00,view
1791,557,5,2023-07-08 07:00:00,add_to_cart
1792,547,20,2023-07-08 07:30:00,add_to_cart
1793,662,66,2023-07-08 08:00:00,view
1794,2205,41,2023-07-08 08:30:00,view
1795,2914,78,2023-07-08 09:00:00,view
1796,3034,69,2023-07-08 09:30:00,add_to_cart
1797,3421,56,2023-07-08 10:00:00,add_to_cart
1798,813,51,2023-07-08 10:30:00,view
1799,1869,60,2023-07-08 11:00:00,view
1800,210,37,2023-07-08 11:30:00,add_to_cart
1801,3921,30,2023-07-08 12:00:00,view
1802,732,47,2023-07-08 12:30:00,add_to_cart
1803,1524,13,2023-07-08 13:00:00,view
1804,3935,79,2023-07-08 13:30:00,view
1805,3789,21,2023-07-08 14:00:00,view
1806,4724,73,2023-07-08 14:30:00,add_to_cart
1807,3951,6,2023-07-08 15:00:00,view
1808,4147,17,2023-07-08 15:30:00,add_to_cart
1809,2238,38,2023-07-08 16:00:00,add_to_cart
1810,1274,9,2023-07-08 16:30:00,add_to_cart
1811,404,36,2023-07-08 17:00:00,add_to_cart
1812,2145,5,2023-07-08 17:30:00,view
1813,418,1,2023-07-08 18:00:00,add_to_cart
1814,2435,54,2023-07-08 18:30:00,view
1815,2891,20,2023-07-08 19:00:00,add_to_cart
1816,3341,17,2023-07-08 19:30:00,view
1817,52,35,2023-07-08 20:00:00,add_to_cart
1818,3679,20,2023-07-08 20:30:00,view
1819,4226,37,2023-07-08 21:00:00,add_to_cart
1820,1305,2,2023-07-08 21:30:00,add_to_cart
1821,4085,5,2023-07-08 22:00:00,add_to_cart
1822,4589,76,2023-07-08 22:30:00,view
1823,927,6,2023-07-08 23:00:00,view
1824,78,47,2023-07-08 23:30:00,add_to_cart
1825,3950,4,2023-07-09 00:00:00,view
1826,4925,15,2023-07-09 00:30:00,add_to_cart
1827,2904,49,2023-07-09 01:00:00,view
1828,4470,62,2023-07-09 01:30:00,view
1829,997,78,2023-07-09 02:00:00,view
1830,3441,78,2023-07-09 02:30:00,add_to_cart
1831,483,79,2023-07-09 03:00:00,view
1832,3247,54,2023-07-09 03:30:00,add_to_cart
1833,1698,27,2023-07-09 04:00:00,add_to_cart
1834,2034,43,2023-07-09 04:30:00,view
1835,2366,57,2023-07-09 05:00:00,view
1836,2405,34,2023-07-09 05:30:00,add_to_cart
1837,2463,46,2023-07-09 06:00:00,view
1838,1006,23,2023-07-09 06:30:00,view
1839,4835,78,2023-07-09 07:00:00,add_to_cart
1840,2225,28,2023-07-09 07:30:00,add_to_cart
1841,658,27,2023-07-09 08:00:00,add_to_cart
1842,4625,78,2023-07-09 08:30:00,add_to_cart
1843,246,68,2023-07-09 09:00:00,view
1844,4836,33,2023-07-09 09:30:00,view
1845,4372,61,2023-07-09 10:00:00,view
1846,691,13,2023-07-09 10:30:00,view
1847,3033,50,2023-07-09 11:00:00,view
1848,2292,46,2023-07-09 11:30:00,add_to_cart
1849,4212,73,2023-07-09 12:00:00,add_to_cart
1850,1558,68,2023-07-09 12:30:00,add_to_cart
1851,4064,29,2023-07-09 13:00:00,view
1852,2277,66,2023-07-09 13:30:00,add_to_cart
1853,3104,49,2023-07-09 14:00:00,view
1854,3114,59,2023-07-09 14:30:00,view
1855,1497,10,2023-07-09 15:00:00,view
1856,2541,80,2023-07-09 15:30:00,view
1857,4424,40,2023-07-09 16:00:00,add_to_cart
1858,2451,33,2023-07-09 16:30:00,add_to_cart
1859,229,15,2023-07-09 17:00:00,add_to_cart
1860,3543,55,2023-07-09 17:30:00,view
1861,3275,74,2023-07-09 18:00:00,add_to_cart
1862,647,46,2023-07-09 18:30:00,view
1863,2360,65,2023-07-09 19:00:00,view
1864,3171,44,2023-07-09 19:30:00,view
1865,1583,12,2023-07-09 20:00:00,add_to_cart
1866,1051,65,2023-07-09 20:30:00,view
1867,2473,76,2023-07-09 21:00:00,add_to_cart
1868,3716,22,2023-07-09 21:30:00,add_to_cart
1869,4571,53,2023-07-09 22:00:00,view
1870,3463,43,2023-07-09 22:30:00,view
1871,218,36,2023-07-09 23:00:00,view
1872,1825,29,2023-07-09 23:30:00,add_to_cart
1873,3371,14,2023-07-10 00:00:00,add_to_cart
1874,4287,70,2023-07-10 00:30:00,add_to_cart
1875,3802,45,2023-07-10 01:00:00,add_to_cart
1876,2788,56,2023-07-10 01:30:00,view
1877,2829,72,2023-07-10 02:00:00,view
1878,1982,24,2023-07-10 02:30:00,add_to_cart
1879,3299,35,2023-07-10 03:00:00,add_to_cart
1880,2142,75,2023-07-10 03:30:00,view
1881,2730,80,2023-07-10 04:00:00,add_to_cart
1882,1087,30,2023-07-10 04:30:00,view
1883,4964,33,2023-07-10 05:00:00,add_to_cart
1884,452,61,2023-07-10 05:30:00,view
1885,2290,40,2023-07-10 06:00:00,add_to_cart
1886,4433,24,2023-07-10 06:30:00,view
1887,157,17,2023-07-10 07:00:00,view
1888,3628,72,2023-07-10 07:30:00,add_to_cart
1889,3390,44,2023-07-10 08:00:00,view
1890,4315,58,2023-07-10 08:30:00,add_to_cart
1891,225,39,2023-07-10 09:00:00,add_to_cart
1892,1199,45,2023-07-10 09:30:00,add_to_cart
1893,4222,21,2023-07-10 10:00:00,add_to_cart
1894,712,49,2023-07-10 10:30:00,add_to_cart
1895,1688,34,2023-07-10 11:00:00,view
1896,2365,67,2023-07-10 11:30:00,view
1897,3135,47,2023-07-10 12:00:00,add_to_cart
1898,323,54,2023-07-10 12:30:00,add_to_cart
1899,1070,52,2023-07-10 13:00:00,view
1900,4911,43,2023-07-10 13:30:00,view
1901,3246,51,2023-07-10 14:00:00,add_to_cart
1902,3062,8,2023-07-10 14:30:00,add_to_cart
1903,4151,35,2023-07-10 15:00:00,add_to_cart
1904,3197,73,2023-07-10 15:30:00,view
1905,1980,76,2023-07-10 16:00:00,view
1906,4911,13,2023-07-10 16:30:00,add_to_cart
1907,1005,41,2023-07-10 17:00:00,add_to_cart
1908,388,20,2023-07-10 17:30:00,add_to_cart
1909,646,34,2023-07-10 18:00:00,view
1910,4367,51,2023-07-10 18:30:00,view
1911,827,67,2023-07-10 19:00:00,add_to_cart
1912,4374,6,2023-07-10 19:30:00,add_to_cart
1913,1994,79,2023-07-10 20:00:00,view
1914,2111,63,2023-07-10 20:30:00,view
1915,701,64,2023-07-10 21:00:00,add_to_cart
1916,4690,63,2023-07-10 21:30:00,view
1917,446,37,2023-07-10 22:00:00,add_to_cart
1918,1001,34,2023-07-10 22:30:00,add_to_cart
1919,1802,61,2023-07-10 23:00:00,add_to_cart
1920,1880,13,2023-07-10 23:30:00,add_to_cart
1921,1759,61,2023-07-11 00:00:00,view
1922,4896,59,2023-07-11 00:30:00,view
1923,2880,51,2023-07-11 01:00:00,view
1924,2941,52,2023-07-11 01:30:00,view
1925,3908,59,2023-07-11 02:00:00,add_to_cart
1926,3499,32,2023-07-11 02:30:00,view
1927,28,45,2023-07-11 03:00:00,view
1928,2030,1,2023-07-11 03:30:00,add_to_cart
1929,2071,44,2023-07-11 04:00:00,add_to_cart
1930,2192,59,2023-07-11 04:30:00,view
1931,3340,45,2023-07-11 05:00:00,view
1932,3139,17,2023-07-11 05:30:00,view
1933,936,36,2023-07-11 06:00:00,add_to_cart
1934,4825,32,2023-07-11 06:30:00,add_to_cart
1935,3941,34,2023-07-11 07:00:00,add_to_cart
1936,3293,40,2023-07-11 07:30:00,view
1937,3855,55,2023-07-11 08:00:00,view
1938,1748,25,2023-07-11 08:30:00,add_to_cart
1939,2742,21,2023-07-11 09:00:00,view
1940,1105,63,2023-07-11 09:30:00,view
1941,3777,73,2023-07-11 10:00:00,add_to_cart
1942,1484,13,2023-07-11 10:30:00,view
1943,4569,40,2023-07-11 11:00:00,view
1944,3313,64,2023-07-11 11:30:00,add_to_cart
1945,3483,39,2023-07-11 12:00:00,view
1946,2829,16,2023-07-11 12:30:00,view
1947,2924,40,2023-07-11 13:00:00,view
1948,2882,78,2023-07-11 13:30:00,add_to_cart
1949,3669,53,2023-07-11 14:00:00,add_to_cart
1950,2188,43,2023-07-11 14:30:00,add_to_cart
1951,4755,44,2023-07-11 15:00:00,view
1952,3243,18,2023-07-11 15:30:00,add_to_cart
1953,1919,61,2023-07-11 16:00:00,view
1954,220,75,2023-07-11 16:30:00,view
1955,3313,19,2023-07-11 17:00:00,view
1956,4324,18,2023-07-11 17:30:00,add_to_cart
1957,100,13,2023-07-11 18:00:00,add_to_cart
1958,3288,56,2023-07-11 18:30:00,add_to_cart
1959,1706,49,2023-07-11 19:00:00,add_to_cart
1960,1817,66,2023-07-11 19:30:00,add_to_cart
1961,4894,10,2023-07-11 20:00:00,add_to_cart
1962,2020,72,2023-07-11 20:30:00,view
1963,1494,68,2023-07-11 21:00:00,add_to_cart
1964,4537,37,2023-07-11 21:30:00,view
1965,3318,65,2023-07-11 22:00:00,view
1966,4063,43,2023-07-11 22:30:00,add_to_cart
1967,2958,1,2023-07-11 23:00:00,add_to_cart
1968,3081,16,2023-07-11 23:30:00,view
1969,902,5,2023-07-12 00:00:00,view
1970,2156,50,2023-07-12 00:30:00,add_to_cart
1971,633,27,2023-07-12 01:00:00,view
1972,914,1,2023-07-12 01:30:00,add_to_cart
1973,2318,78,2023-07-12 02:00:00,add_to_cart
1974,2519,38,2023-07-12 02:30:00,add_to_cart
1975,4504,49,2023-07-12 03:00:00,add_to_cart
1976,4756,33,2023-07-12 03:30:00,view
1977,4227,56,2023-07-12 04:00:00,add_to_cart
1978,2527,25,2023-07-12 04:30:00,add_to_cart
1979,999,12,2023-07-12 05:00:00,add_to_cart
1980,1140,35,2023-07-12 05:30:00,view
1981,1106,35,2023-07-12 06:00:00,add_to_cart
1982,3069,9,2023-07-12 06:30:00,add_to_cart
1983,2749,10,2023-07-12 07:00:00,add_to_cart
1984,3210,73,2023-07-12 07:30:00,view
1985,1298,11,2023-07-12 08:00:00,view
1986,2435,80,2023-07-12 08:30:00,add_to_cart
1987,4997,60,2023-07-12 09:00:00,view
1988,994,54,2023-07-12 09:30:00,view
1989,2453,26,2023-07-12 10:00:00,add_to_cart
1990,4814,6,2023-07-12 10:30:00,view
1991,1627,28,2023-07-12 11:00:00,view
